"rid","berth_id","port_id","terminal_id","berth_name","berth_operator","berth_type","berth_status","facility_type","latitude_indicator","longitude_indicator","dec_latitude","dec_longitude","berth_length_flat_side","berth_length_incl_dolphins","berth_length_continuous","depth_alongside_lw","draught_hw_max","draught_lw_max","berth_ukc_min","tidal_range_spring","tidal_range_neap","night_berthing","night_berthing_note","night_unberthing","ship_loa_max","ship_loa_min","ship_loa_note","ship_dwt_max","ship_dwt_min","ship_dwt_note","ship_disp_max","ship_disp_min","ship_disp_note","gas_capacity_min","gas_capacity_max","gas_capacity_note","ship_beam_max","ship_beam_note","berth_disp_max","gt_max","teu","total_pbl_min","manifold_bcm_max","manifold_bcm_min","manifold_scm_max","manifold_scm_min","manifold_height_max","manifold_height_min","derrick_swl_min","wl_masthead_height_max","manifold_pbl_min_fwd","manifold_pbl_min_aft","manifold_used","ro_ro","passenger","ramp_width","ramp_swl","breakbulk","naval","coastal","timber_products","fishing","container","transhipment","offshore","project_heavy","steel_products","twin_span","cranes_note","all_weather_berth","cold_ironing","side_alongside","bunkers_hfo","delivery_hfo","gangway_used","bunkers_do_go","delivery_do_go","moorings_fwd","moorings_aft","bunkers_lng","delivery_lng","fresh_water","delivery_fw","cow","berth_additional_info","reefer","livestock","waterline_height_hw_max_decimal","dry_bulk_cargo","sdc_berth_line","sdc_berth_type","is_confirmed","sdc_berth_name","lastupdatedate","remark"
"272052","56512","15401","37007","01","New Jersey Asphalt Terminal","Pier","Active","Tanker","N","W","40.638717","-74.1966",,"67",,,"6.7",,,"1.52","1.37","All vessels","Unrestricted","All vessels","182.88",,,,,,,,,,,,"30.48",,,,,,,,,,,,,"41.76",,,"Port",,,,,,,,,,,,,,,,,,,"Port","HFO",,"Ship","Available",,,,,,"Available",,,"Used by barges.",,,,,,,,"New Jersey Asphalt Terminal_1","6/5/2021 09:32:04+08",
"272053","56513","15401","37009","GATX Staten Isl 223","GATX","Pier","Never Existed","Tanker",,,,,"336",,,"10.7","10.21",,,,,,"Unrestricted",,"228.6",,,"40640",,,,,,,,,"29",,,,,,,,,,,,,"41.15",,,,,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Kinder Morgan - Staten Island_GATX Staten Isl 223","21/5/2019 11:21:19+08",
"272054","56514","15401","37010","Only Berth","Gordon","T Jetty","Never Existed","Tanker","N","W","40.648666","-74.101666",,,,,"11.58",,,,,,"Unrestricted",,"243.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starboard","HFO",,"Shore (crew)","Available",,,,,,,,,,,,,,,,,"Gordons_Only Berth","21/5/2019 11:21:19+08",
"272055","57112","15401","37005","South P Reading","Buckeye Partners LP","T Jetty","Active","Tanker","N","W","40.55735","-74.240467","32","216",,,"11.1",,"0.31","1.52","1.37","All vessels",,"All vessels","243.84",,,"76604",,,,,,,,,,"Unrestricted",,,,,,,,,,,,"44.2",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Shore (crew)",,,,,,,,,,,,,,,,,,"Buckeye - Port Reading Terminal_South P Reading","4/5/2021 12:05:33+08",
"272006","55713","15401","36991","Bayonne No. 01 East","Exxon","Pier","Never Existed","Tanker","N","W","40.65015","-74.106583",,,,,"8.8",,,"1.52","1.37",,,,"195.1",,,"50000","8000",,"56896",,,,,,"36.6",,,,,,"88",,,,"19.5","6.4",,"64.6",,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,"Vessels not achieving manifold airdraught must provide 40ft x 6' cargo hose with boom. Min 6 wires on winches.",,,,,,,"10/05/2021 - No vessel visits in at least four years.",,,,,,,,"Exxon -1 Bayonne_Bayonne No. 01 East","17/5/2021 10:03:02+08",
"272056","55588","15401","37009","Kinder Morgan Berth","Kinder Morgan (land purchased by NorthPoint Development)","Jetty","Closed","Tanker","N","W","40.543283","-74.247917","87","197",,"10.97",,,,"1.52","1.37",,,,"246.89",,,"83823",,,,,,,,,"32.2",,,,,,,,,,,,,"42.68",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,,,,,,,,,,,,,,,,,,,"Kinder Morgan - Staten Island_Kinder Morgan Berth","4/5/2021 12:28:11+08",
"272063","55561","15401","37004","Oil Berth","Sprague","Jetty","Active","Tanker","N","W","40.800983","-73.906283","76","204",,"10.66",,,,"1.52","1.37","All vessels","Unrestricted","All vessels","304.8",,,"80000",,,"74800",,,,,,"38.1",,,,,,"123",,"123",,"37.5",,"5","41.15",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship","Not Available",,,,,,"Available",,,,,,,,,,,"SpragueTerminal, Bronx_Oil Berth","11/5/2021 09:23:19+08",
"272061","55559","15401","36993","Lovett  Fuel","Closed","Jetty","Never Existed","Tanker",,,,,,,,,"10.06",,,,,,,,"213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson River Terminal_Lovett  Fuel","19/4/2011 16:03:50+08",
"272071","59077","15401","38974","Sun Oil (Barges Only)",,"T Jetty","Never Existed","Tanker","N","W","42.61665","-73.7569",,,,"0",,,,,,,,,"213.34",,,,,,,,,,,,"33.52",,,,,,,,,,,,,"40.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Available",,,,,,,,,,,"Sun_Sun Oil (Barges Only)","21/5/2019 11:21:18+08",
"272059","55566","15401","36995","Castle Oil - West",,"Jetty","Never Existed","Tanker",,,,,,,,,"11.27",,,,,,,,"274",,,"90000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgewater_Castle Oil - West","20/7/2012 07:49:24+08",
"272060","55567","15401","36995","Edison Astor",,"Pier","Never Existed","Tanker",,,,,,,,"10.36","10.05",,,,,,,,"218",,,,,,,,,,,,"30.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgewater_Edison Astor","20/7/2012 08:51:25+08",
"272065","55446","15401","37005","North P Reading","Buckeye Partners LP","T Jetty","Active","Tanker","N","W","40.558383","-74.23765","55","252",,"10.67","10.05",,"0.31","1.52","1.37","All vessels",,"All vessels","274.3",,,"115468",,,,,,,,,,"Unrestricted",,,,,"167.63",,,,,,,"43.58",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Shore (crew)",,,,,,,"Available",,,"Max Air-draught: 40.53m Northway / 43.58m Southway",,,,,,,,"Buckeye - Port Reading Terminal_North P Reading","4/5/2021 12:07:30+08",
"272064","55443","15401","37028","Tanker Berth","Center Point Terminal Company, LLC","Jetty","Closed","Tanker","N","W","40.708417","-74.121567","21","96",,,"9.14",,,"1.52","1.37",,,,"204.21",,,,,,,,,,,,,,,,,,,,,,,,,"41.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"Center Point Terminal Newark_Tanker Berth","10/5/2021 11:36:38+08",
"272066","34703","15401","20132","Chevron Tanker Berth","Chevron","T Jetty","Never Existed","Tanker","N","W","40.534567","-74.2525",,"355",,,"9.45",,,,,,,,"243.84",,,,,,,,,,,,,,,,,,"137.16","47.27",,"47.27",,,,"42.68",,,"Port",,,,,,,,,,,,,,,,,,,"Port or Starboard","HFO",,,"Available",,"3+2+2  Springs must be wires and must have rope tails","3+2+2  Springs must be wires and must have rope tails",,,"Available",,,,,,,,,,,"Buckeye Terminal - Perth Amboy_Chevron Tanker Berth","21/5/2019 11:21:20+08",
"272067","34704","15401","19177","Kinder Morgan Outerbridge","Kinder Morgan","Jetty","Active","Tanker","N","W","40.521617","-74.250133","65","304",,"11.28","10.06",,,"1.52","1.37","All vessels",,"All vessels","274.32",,,"74996",,,,,,,,,"32.26",,,,,,,,,,,,,"36.58",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,,,,,,,,"Available",,,,,,,,,,,"Kinder Morgan Perth Amboy Terminal_Kinder Morgan Outerbridge","29/4/2021 14:37:28+08",
"272068","32031","15401","20132","Berth 3 - South (Barge)","Buckeye","Quay","Never Existed","Tanker","N","W","40.535383","-74.2542","134",,"268",,"6.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buckeye Terminal - Perth Amboy_Berth 3 - South (Barge)","21/5/2019 11:21:24+08",
"272069","32449","15401","20132","Berth 2 - (Barge)  (No Longer Used)","Chevron","Unknown","Never Existed","Tanker","N","W","40.522833","-74.248333",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buckeye Terminal - Perth Amboy_Berth 2 - (Barge)  (No Longer Used)","21/5/2019 11:21:23+08",
"272070","32250","15401","20132","Berth 4 - North (Barge)","Buckeye","Quay","Never Existed","Tanker","N","W","40.536333","-74.254433","134",,"268",,"5.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buckeye Terminal - Perth Amboy_Berth 4 - North (Barge)","21/5/2019 11:21:24+08",
"272072","59061","15401","38960","Stapleton Anchorage","Niagara Mohawk Power","STS","Never Existed","Tanker","N","W","40.626833","-74.059166",,,,,"13.72",,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niagara Mohawk Terminal_Stapleton Anchorage","17/3/2021 02:29:47+08",
"272073","59062","15401","40011","21","Port Authority of New York and New Jersey","Pier","Active","Dry Cargo","N","W","40.693267","-74.1369","213",,"844","12.1",,,,"1.52","1.37",,,,"230.84",,,"31143",,,,,,,,,"37.2",,,"75528",,,,,,,,,,"45.12",,,,"PCC",,,,,,,,,,,,"True",,,,,,"Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Port Newark Auto Terminal_21","12/5/2021 08:46:52+08",
"272074","59063","15401","38960","Con Ed (Hudson Avenue)",,"Unknown","Never Existed","Tanker",,,,,,,,"0",,,,,,,,,"243.84",,,,,,,,,,,,"38.1",,,,,,,,,,,,,"37.81",,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"Niagara Mohawk Terminal_Con Ed (Hudson Avenue)","17/3/2021 02:29:47+08",
"272075","59064","15401","38973","Darlington International/van Iderstine",,"Alongside","Never Existed","Tanker","N","W","40.713533","-74.123067",,,,"0",,,,,,,,,"182.88",,,,,,,,,,,,"22.86",,,,,,,,,,,,,"45.12",,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"Texaco_Darlington International/van Iderstine","21/5/2019 11:21:18+08",
"272076","59065","15401","38972","14","Hudson Tank Storage Co.","Quay","Active","Tanker","N","W","40.694267","-74.141617","189",,,,"11.27",,,"1.52","1.37","All vessels",,"All vessels","185.08",,,"50695",,,,,,,,,"35",,,,,,,,,,,,,"45.12",,,"Port",,,,,,,,,,,,,,,,,,,"Port","HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"Hudson Tank Storage Co._14","10/5/2021 08:44:04+08",
"272077","59066","15401","38960","Croda Storage Berth 1",,"Unknown","Never Existed","Tanker","N","W","40.638883","-74.1964",,,,"0",,,,,,,,,"182.88",,,,,,,,,,,,"30.48",,,,,,,,,,,,,"45.12",,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"Niagara Mohawk Terminal_Croda Storage Berth 1","17/3/2021 02:29:47+08",
"272078","59067","15401","38960","KMI  - Staten Island",,"Unknown","Never Existed","Tanker",,,,,,,,"10.97",,,,,,,,,"246.89",,,"83823",,,,,,,,,"32.2",,,,,,,,,,,,,"42.68",,,"Either",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,,,,,,,,,,,,,,,,,,,"Niagara Mohawk Terminal_KMI  - Staten Island","17/3/2021 02:29:47+08",
"272079","59248","15401","39105","Dock No. 1","Buckeye Partners LP","L Jetty","Closed","Tanker","N","W","40.510467","-74.292583","75",,,"8.23",,,,"1.52","1.37",,,,"201.17",,,,,,,,,,,,"25.91",,,,,,,,,,,,,"43.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29/04/2021 - No vessel visits in two years.",,,,,,,,"Buckeye Raritan Bay Terminal_Dock No. 1","29/4/2021 14:28:25+08",
"272091","59666","15401","39419","Berth 01 (Bayonne)","Buckeye Partners LP","T Jetty","Active","Tanker","N","W","40.650117","-74.091733",,"86",,"12.95","12.2",,,"1.52","1.37","All vessels",,"All vessels","274.32",,,"115674",,,,,,,,,"44.8",,,,,,"137.16",,,,,,,"67.97",,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard",,,,,,,,,,,,,,,,,,,,,"Buckeye Bayonne Terminal_Berth 01 (Bayonne)","10/5/2021 13:56:54+08",
"272092","59638","15401","39399","I.M.T.T. Con Hook Berth 6 North","IMTT","Finger Pier","Never Existed","Tanker","N","W","40.653666","-74.086166",,,,"12.19","10.97",,,,,,,,"253.59",,,"90000",,,,,,,,,"45.72",,,,,,"114.3",,,,"17.37",,,,,,"Port",,,,,,,,,,,,,,,,,,,"Port","HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"IMTT Bayonne_I.M.T.T. Con Hook Berth 6 North","21/5/2019 11:21:18+08",
"272093","59672","15401","39411","Gordon Berth","Gordon Terminal Service Co. of N J","T Jetty","Active","Tanker","N","W","40.648917","-74.101683","18","220",,,"10.97",,,"1.52","1.37","All vessels",,"All vessels","244",,,"106290",,,,,,,,,"42",,,,,,,,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard","HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"Gordon Terminal_Gordon Berth","10/5/2021 12:10:38+08",
"272094","59673","15401","39399","Pier 01 West","IMTT","Finger Pier","Active","Tanker","N","W","40.649917","-74.110383","116","170",,"10.67",,"10.05",,"1.52","1.37","All vessels",,"All vessels","213.36",,,"52648",,,,,,,,,"35.05",,,,,,"103.63",,,,,,,,,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard","HFO",,"Ship","Available",,,,,,"Available",,,,,,,,,,,"IMTT Bayonne_Pier 01 West","10/5/2021 11:55:37+08",
"272095","59674","15401","39399","Pier A","IMTT","T Jetty","Active","Tanker","N","W","40.648683","-74.112533",,"271",,,,"13.89",,"1.52","1.37","All vessels","Unrestricted","All vessels","266.7",,,"130000","80000",,,,,,,,,"Unrestricted",,,,,"134.11",,,,"18.29",,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard","HFO",,"Ship","Available",,"3+2+2","3+2+2",,,"Available",,,"Most vessel's dock starboard side to, but vessels can dock either side to depending on BCM. BCM is unlimited docking port side to,  but max 134.11m when docking starboard side to berth.",,,,,,,,"IMTT Bayonne_Pier A","10/5/2021 11:53:26+08",
"272080","59640","15401","39399","Pier 05C","IMTT","T Jetty","Active","Tanker","N","W","40.652","-74.087817",,"312",,,"13.89",,,"1.52","1.37","All vessels",,"All vessels","283.46",,,"130000",,,,,,,,,"46",,,,,,"141.73",,,,,,,,,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard","HFO",,,"Available",," 2+2+2 (V/l's between 40,000 and 80,000 SDWT);  3+2+2 (V/l's  between 80,000 and 130,000 SDWT)"," 2+2+2 (V/l's between 40,000 and 80,000 SDWT);  3+2+2 (V/l's  between 80,000 and 130,000 SDWT)",,,"Available",,,,,,,,,,,"IMTT Bayonne_Pier 05C","10/5/2021 13:59:18+08",
"272081","59641","15401","39399","Pier 01 East","IMTT","Finger Pier","Closed","Tanker","N","W","40.649917","-74.1102","116","170",,,,"7.92",,"1.52","1.37",,,,"198.12",,,,,,,,,,,,"28.65",,,,,,"97.53",,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard","HFO",,,"Available",,,,,,"Available",,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"IMTT Bayonne_Pier 01 East","10/5/2021 11:56:25+08",
"272082","59642","15401","39399","Pier 03 West","IMTT","Finger Pier","Closed","Tanker","N","W","40.649817","-74.108533",,"102",,,,"9.02","0.61","1.52","1.37",,,,"152.4",,,,,,,,,,,,"24.38",,,,,,"71.62",,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard","HFO",,,"Available",,,,,,"Available",,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"IMTT Bayonne_Pier 03 West","10/5/2021 12:01:34+08",
"272083","59643","15401","39399","Pier 03 East","IMTT","Finger Pier","Closed","Tanker","N","W","40.64975","-74.1083",,,,"5.5",,"4.75",,"1.52","1.37",,,,"121.92",,,,,,,,,,,,"27.43",,,,,,"62.48",,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard","HFO",,,"Available",,,,,,"Available",,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"IMTT Bayonne_Pier 03 East","10/5/2021 12:02:03+08",
"272084","59644","15401","39399","Pier 04 West","IMTT","Finger Pier","Closed","Tanker","N","W","40.649733","-74.107883",,,,"5.8","5.03","4.87","0.3","1.52","1.37",,,,"106.68",,,,,,,,,,,,"24.38",,,,,,"60.96",,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard","HFO",,,"Available",,,,,,"Available",,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"IMTT Bayonne_Pier 04 West","10/5/2021 12:02:54+08",
"272085","59645","15401","39399","Pier 04 East","IMTT","Finger Pier","Closed","Tanker","N","W","40.649717","-74.10765",,,,"7.62",,"5.66",,"1.52","1.37",,,,"114.3",,,,,,,,,,,,"33.52",,,,,,"57.3",,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard","HFO",,,"Available",,,,,,"Available",,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"IMTT Bayonne_Pier 04 East","10/5/2021 12:03:33+08",
"272086","59646","15401","39399","Pier 07 Berth 02.5","IMTT","Quay","Active","Tanker","N","W","40.655617","-74.08755",,,"260",,,"7.31","0.3","1.52","1.37",,,,"97.53",,,,,,,,,,,,,"Unrestricted",,,,,"48.76",,,,,,,,,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard","HFO",,,"Available",,,,,,"Available",,,"Used by barges.",,,,,,,,"IMTT Bayonne_Pier 07 Berth 02.5","10/5/2021 14:12:22+08",
"272088","59648","15401","39399","Pier 07 Berth 04","IMTT","Quay","Active","Tanker","N","W","40.655517","-74.086317",,,"260",,,"7.49","0.3","1.52","1.37",,,,"121.92",,,,,,,,,,,,,"Unrestricted",,,,,"60.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,,,,,"Available",,,"Used by barges.",,,,,,,,"IMTT Bayonne_Pier 07 Berth 04","10/5/2021 14:11:57+08",
"272089","59649","15401","39399","Pier 07 Berth 05","IMTT","Finger Pier","Closed","Tanker","N","W","40.654933","-74.08485",,,,"8.08",,"7.8","0.31","1.52","1.37",,,,"137.16",,,,,,,,,,,,,"Unrestricted",,,,,"70.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,,,,,"Available",,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"IMTT Bayonne_Pier 07 Berth 05","10/5/2021 14:10:20+08",
"272090","59650","15401","39399","Pier 07 Berth 06","IMTT","Finger Pier","Closed","Tanker","N","W","40.6548","-74.08485",,,,"8.53",,"8.1","0.3","1.52","1.37",,,,"137.16",,,,,,,,,,,,,"Unrestricted",,,,,"76.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,,,,,"Available",,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"IMTT Bayonne_Pier 07 Berth 06","10/5/2021 14:09:32+08",
"272096","59669","15401","39399","I.M.T.T. Con Hook Berth 6 South","IMTT","Finger Pier","Never Existed","Tanker","N","W","40.653333","-74.086166",,,,"11.43","10.21",,,,,,,,"213.36",,,"90000",,,,,,,,,"38.1",,,,,,"106.68",,,,,,,,,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard","HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"IMTT Bayonne_I.M.T.T. Con Hook Berth 6 South","21/5/2019 11:21:18+08",
"272097","59676","15401","39410","Coastal - Bayonne",,"Unknown","Never Existed","Tanker",,,,,,,,"0","10.97",,,,,,,,"243.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"El Paso  (Ex: Coastal)_Coastal - Bayonne","21/5/2019 11:21:18+08",
"272098","62753","15401","39399","I.M.T.T. Pier 9 T","IMTT","Pier","Never Existed","Tanker",,,,,,,,,"9.75",,,,,,,,"152.4","76.2",,,,,,,,,,,,,,,,,,,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,,,,,,,,,,,,,,,,,,,"IMTT Bayonne_I.M.T.T. Pier 9 T","14/12/2017 11:31:47+08",
"272099","61022","15401","40008","52","Maher Terminals LLC","Quay","Closed","Dry Cargo","N","W","40.686717","-74.159583","197",,"2348","13.7",,,,"1.52","1.37","All vessels",,"All vessels",,,,,,,,,,,,,,,,,,,,,,,,,,"46",,,,"Freight",,,,"True",,,,,"True",,,,,,"4 x 71t Liebherr Super Post- Panamax cranes with 68.6m outreach, 2 x 71t Liebherr Post- Panamax cranes with 68.6m outreach, 2 x 66t Liebherr Super Post- Panamax cranes with 61m outreach, 5 x 66t Fantuzzi Post- Panamax cranes with 61m outreach, 4 x 66t ZPMC Post- Panamax cranes with 61m outreach and 7 x 50.8t Paceco Post- Panamax cranes with 41.1m outreach all available at the terminal.","True",,,,,,,,,,,,,,,"07/05/2021 - No vessel visits in one year. Depths from 13.7 - 15.2m.","True",,,,,,,"Maher Container Terminal - Port Elizabeth_52","7/5/2021 13:34:22+08",
"272100","61024","15401","40008","76","Maher Terminals LLC","Quay","Active","Dry Cargo","N","W","40.673033","-74.139467","230",,"690","15.2","11.9",,,"1.52","1.37","All vessels",,"All vessels","306",,,"85326",,,,,,,,,"40",,,"75579","6921",,,,,,,,,"46",,,,,,,,"True",,,,,"True",,,,,,"4 x 71t Liebherr Super Post- Panamax cranes with 68.6m outreach, 2 x 71t Liebherr Post- Panamax cranes with 68.6m outreach, 2 x 66t Liebherr Super Post- Panamax cranes with 61m outreach, 5 x 66t Fantuzzi Post- Panamax cranes with 61m outreach, 4 x 66t ZPMC Post- Panamax cranes with 61m outreach and 7 x 50.8t Paceco Post- Panamax cranes with 41.1m outreach all available at the terminal.","True",,"Port or Starboard",,,,,,,,,,,,,,"True",,,,,,,"Maher Container Terminal - Port Elizabeth_76","7/5/2021 08:22:04+08",
"272101","61026","15401","40009","82","APM Terminals","Quay","Active","Dry Cargo","N","W","40.66775","-74.143133",,,"1097","15.24","14.1",,,"1.52","1.37","All vessels",,"All vessels","350",,,"125000",,,,,,,,,"48.4",,,"112967",,,,,,,,,,"46",,,,,,,,"True",,,,,"True",,,"True",,,"4 x 50.8t ZPMC Post- Panamax cranes with 62.8m outreach, 6 x 50.8t ZPMC Post- Panamax cranes with 42.7m outreach, 2 x 50.8t Paceco Post- Panamax cranes with 42.7m outreach, 3 x 50.8t Paceco cranes with 35.5m outreach and 1 x 100t floating crane (per contractor) available at the terminal.",,,"Port",,,,"Available",,,,,,"Not Available",,,,"True",,,,,,,"APM Terminals_82","9/5/2019 09:12:25+08",
"272102","61027","15401","40009","No 92",,"Alongside","Never Existed","Dry Cargo","N","W","40.660733","-74.14795","205",,"1370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"6 x 30t Paceco, height 25m, outreach 35m, 2 x 50t Paceco post panamax, 3 x 50t ZPMC post Panamax.",,,,,,,,,,,,,,,,"Depths from 13.7 - 15.2m",,,,,,,,"APM Terminals_No 92","5/11/2012 10:46:02+08",
"272103","61028","15401","40009","94","APM Terminals","Quay","Active","Dry Cargo","N","W","40.66","-74.150233",,,"760","13.7","11.4",,,"1.52","1.37","All vessels",,"All vessels","299.99",,,"85928",,,,,,,,,"40",,,"75590","6732",,,,,,,,,"46",,,,,,,,"True",,,,,"True",,,"True",,,"4 x 50.8t ZPMC Post- Panamax cranes with 62.8m outreach, 6 x 50.8t ZPMC Post- Panamax cranes with 42.7m outreach, 2 x 50.8t Paceco Post- Panamax cranes with 42.7m outreach, 3 x 50.8t Paceco cranes with 35.5m outreach and 1 x 100t floating crane (per contractor) available at the terminal.",,,"Port or Starboard",,,,"Available",,,,,,"Not Available",,,,"True",,,,,,,"APM Terminals_94","6/5/2021 14:34:35+08",
"272104","61029","15401","40009","No 96",,"Alongside","Never Existed","Dry Cargo","N","W","40.661433","-74.153517","254",,"1370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"6 x 30t Paceco, height 25m, outreach 35m, 2 x 50t Paceco post panamax, 3 x 50t ZPMC post Panamax.",,,,,,,,,,,,,,,,"Depths 13.7 - 15.2m",,,,,,,,"APM Terminals_No 96","5/11/2012 10:46:10+08",
"272105","61030","15401","40009","No 98",,"Alongside","Never Existed","Dry Cargo","N","W","40.662433","-74.156467","254",,"1370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"6 x 30t Paceco, height 25m, outreach 35m, 2 x 50t Paceco post panamax, 3 x 50t ZPMC post Panamax.",,,,,,,,,,,,,,,,"Depth 13.7 - 15.2m",,,,,,,,"APM Terminals_No 98","5/11/2012 10:46:20+08",
"272106","61031","15401","40010","51","Port Newark Container Terminal","Quay","Active","Dry Cargo","N","W","40.688217","-74.157417","222",,"1615","12.2","10.6",,,"1.52","1.37","All vessels",,"All vessels","300",,,"85832",,,,,,,,,"40",,,"75590","6732",,,,,,,,,"46",,,,"Freight",,,,"True",,,,,"True",,,,,,"3 x 66t ZPMC cranes with 57m outreach, 2 x 60.9t ZPMC Post- Panamax crane with 51m outreach and 4 x 60.9t Fantuzzi Post Panamax crane with 51m outreach available at the terminal.",,,"Starboard",,,"Ship",,,,,,,,,,"Depths from 12.2 - 15.2m.","True",,,,,,,"Port Newark Container Terminal (PNCT)_51","7/5/2021 13:42:19+08",
"272107","61032","15401","40010","53","Port Newark Container Terminal","Quay","Active","Dry Cargo","N","W","40.687217","-74.155783","222",,"1615",,"12.4",,,"1.52","1.37","All vessels",,"All vessels","333.99",,,"100887",,,,,,,,,"42.8",,,"90449","8084",,,,,,,,,"46",,,,"Freight",,,,"True",,,,,"True",,,,,,"3 x 66t ZPMC cranes with 57m outreach, 2 x 60.9t ZPMC Post- Panamax crane with 51m outreach and 4 x 60.9t Fantuzzi Post Panamax crane with 51m outreach available at the terminal.",,,"Port or Starboard",,,"Ship",,,,,,,,,,"Depths from 12.2 - 15.2m.","True",,,,,,,"Port Newark Container Terminal (PNCT)_53","12/5/2021 09:04:59+08",
